candidate_policy_id,baseline_policy_id,metric,candidate_value,baseline_value,difference,bootstrap_95_lower,bootstrap_95_upper,base_patient_count,cluster_unit,strata,bootstrap_seed,bootstrap_resamples,wins,ties,losses,two_sided_exact_sign_test_p
clarifytrial_rule_v1,random_order_expectation,normalized_trapezoid_auc_over_budgets_0_to_3,0.6383333333333333,0.611111111111111,0.02722222222222221,-0.010252777777777786,0.06756041666666657,20,base_patient,breast_cancer;major_depressive_disorder;type_2_diabetes,20260830,5000,12,0,8,0.5034446716308594
clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,normalized_trapezoid_auc_over_budgets_0_to_3,0.6175,0.6383333333333333,-0.02083333333333331,-0.0633333333333333,0.015000000000000019,20,base_patient,breast_cancer;major_depressive_disorder;type_2_diabetes,20260830,5000,5,8,7,0.7744140625
