description,group_count,trial_count,criterion_count,shared_fact_definition,group_specific_counting,proxy_fact_pattern,interpretation_boundary,unique_group_specific_fact_count,reusable_normalized_group_fact_count,trial_specific_proxy_group_fact_count,facts_used_by_at_least_2_trials,facts_used_by_at_least_3_trials,facts_used_by_all_5_trials,criteria_whose_fact_is_used_by_at_least_2_trials,share_of_criteria_with_a_cross_trial_fact,age_years_shared_criterion_count,pregnancy_or_lactation_shared_criterion_count,active_serious_infection_shared_criterion_count,other_shared_criterion_count
Descriptive structure of the selected public-protocol benchmark,10,50,202,The same fact_code appears in at least two distinct trials within one disease group,The same normalized fact in two disease groups is counted once per group,^nct\d+_(?:source|logic)_line_\d+$,These counts describe this selected structured benchmark; they do not estimate clinical prevalence or screening accuracy.,99,41,58,27,22,14,130,0.6435643564356436,72,36,18,4
