case_id,patient_id,synthetic_case_count,candidate_trial_count,same_final_trial_statuses,same_question_fact_order,before_model_call_count,after_model_call_count,model_call_reduction_rate,before_matcher_judge_call_count,after_matcher_judge_call_count,before_next_evidence_call_count,after_next_evidence_call_count,before_total_tokens,after_total_tokens,token_reduction_rate,before_total_model_latency_seconds,after_total_model_latency_seconds,model_latency_sum_reduction_rate,before_structured_rule_correction_count,after_structured_rule_correction_count,before_structured_model_skip_event_count,after_structured_model_skip_event_count,independent_unit,independent_unit_count,interpretation
integrated-ui:source-chronic_pancreatitis-04,source-chronic_pancreatitis-04,1,5,True,True,5,2,0.6,3,0,2,2,72659,23707,0.6737224569564679,62.104,43.485,0.299803555326549,1,0,0,3,single_synthetic_connectivity_case,1,코드로 계산할 수 있는 조건을 조건 판단 모델에 보내지 않도록 역할을 바꾼 전후 한 사례 비교다. 정확도나 일반 처리시간의 성능 추정이 아니다.
