suite,source_protocol_id,evaluation_distribution,total_patient_count,heldout_patient_count,disease_group_count,candidate_trials_per_patient,policy_id,policy_label,budget_0_score,budget_1_score,budget_2_score,budget_3_score,budget_4_score,budget_5_score,mean_trial_status_recovery_normalized_auc,confirmed_rescue_rate_normalized_auc,ineligible_cleanup_rate_normalized_auc,metric_scope
public_patient_profiles,clarifytrial-public-protocol-policy-scale-v1,heldout,50,30,10,5,authored_order,파일에 적힌 순서,0.18666666666666668,0.6266666666666667,0.8533333333333334,0.9400000000000001,0.9933333333333333,1.0,0.8013333333333333,0.6407407407407407,0.8470588235294118,question-order behavior on structured public criteria and synthetic patients; not clinical performance
public_patient_profiles,clarifytrial-public-protocol-policy-scale-v1,heldout,50,30,10,5,clarifytrial_exact_coverage_v3,남은 확인 횟수 전체를 계산,0.18666666666666668,0.7666666666666667,0.88,0.9533333333333334,0.9933333333333333,1.0,0.8373333333333333,0.674074074074074,0.9,question-order behavior on structured public criteria and synthetic patients; not clinical performance
public_patient_profiles,clarifytrial-public-protocol-policy-scale-v1,heldout,50,30,10,5,clarifytrial_rule_v1,여러 시험에 함께 필요한 정보 우선,0.18666666666666668,0.7666666666666667,0.88,0.9533333333333334,0.9933333333333333,1.0,0.8373333333333333,0.674074074074074,0.9,question-order behavior on structured public criteria and synthetic patients; not clinical performance
public_patient_profiles,clarifytrial-public-protocol-policy-scale-v1,heldout,50,30,10,5,no_questions,추가 확인 없음,0.18666666666666668,0.18666666666666668,0.18666666666666668,0.18666666666666668,0.18666666666666668,0.18666666666666668,0.18666666666666668,0.0,0.0,question-order behavior on structured public criteria and synthetic patients; not clinical performance
public_patient_profiles,clarifytrial-public-protocol-policy-scale-v1,heldout,50,30,10,5,random_order_expectation,가능한 모든 순서의 평균,0.18666666666666668,0.40166666666666667,0.6118888888888889,0.8334444444444444,0.9274444444444444,1.0,0.6735555555555555,0.5030864197530864,0.6745098039215687,question-order behavior on structured public criteria and synthetic patients; not clinical performance
