metric,budget_minimum,budget_maximum,candidate_policy_id,baseline_policy_id,patient_count,mean_candidate_normalized_auc,mean_baseline_normalized_auc,mean_paired_difference,bootstrap_95_lower,bootstrap_95_upper,wins,ties,losses,two_sided_exact_sign_test_p
patient_trial_status_recovery_normalized_auc,0,5,clarifytrial_rule_v1,random_order_expectation,30,0.8373333333333334,0.6735555555555556,0.16377777777777777,0.12766388888888888,0.20011388888888884,28,2,0,7.450580596923828e-09
